team,season,name,gameId,playerTeam,opposingTeam,home_or_away,gameDate,position,situation,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
NYI,2011,NYI,2011020542,NYI,CGY,HOME,20111229,Team Level,5on4,1.0,1.0,1.0,120.0,1.581,0.265,0.181,0.507,0.04,0.657,0.351,0.257,0.265,0.257,2.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.031,0.0,0.234,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.049,0.234,0.234,0.08,0.08,0.079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NYI,2011,NYI,2011020557,NYI,EDM,HOME,20111231,Team Level,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYI,2011,NYI,2011020557,NYI,EDM,HOME,20111231,Team Level,all,0.5786,0.4563,0.4744,3600.0,27.309,2.757,1.929,6.336,0.908,14.052,11.018,2.579,2.816,2.633,29.0,8.0,10.0,47.0,4.0,4.0,0.0,7.0,1.0,7.0,14.0,25.0,33.0,4.0,8.0,25.0,28.0,21.0,16.0,27.0,7.0,3.0,1.008,0.905,0.843,2.0,1.0,1.0,50.994,37.0,38.342,10.0,0.412,0.712,0.712,2.456,2.499,2.461,29.369,2.008,1.754,7.132,0.977,15.418,13.711,2.004,1.997,1.994,29.0,12.0,15.0,56.0,1.0,2.0,0.0,5.0,2.0,10.0,21.0,28.0,40.0,3.0,6.0,25.0,20.0,4.0,16.0,30.0,10.0,1.0,0.621,1.171,0.216,0.0,1.0,0.0,53.596,41.0,40.019,4.0,0.363,0.112,0.112,2.258,2.25,2.247
NYI,2011,NYI,2011020557,NYI,EDM,HOME,20111231,Team Level,5on5,0.5257,0.4494,0.4559,2931.0,22.737,2.2,1.563,5.398,0.76,11.94,9.14,2.026,2.26,2.079,25.0,6.0,9.0,40.0,2.0,4.0,0.0,7.0,1.0,6.0,11.0,23.0,29.0,4.0,8.0,23.0,28.0,13.0,12.0,23.0,6.0,2.0,0.81,0.754,0.636,1.0,1.0,0.0,43.994,31.0,32.342,7.0,0.322,0.712,0.712,1.81,1.853,1.819,26.904,1.985,1.631,6.489,0.893,14.221,11.781,1.982,1.975,1.971,26.0,11.0,12.0,49.0,1.0,2.0,0.0,5.0,2.0,8.0,19.0,25.0,36.0,3.0,6.0,18.0,19.0,3.0,11.0,26.0,10.0,1.0,0.598,1.171,0.216,0.0,1.0,0.0,46.596,37.0,36.019,3.0,0.334,0.112,0.112,2.207,2.198,2.195
NYI,2011,NYI,2011020557,NYI,EDM,HOME,20111231,Team Level,4on5,0.9095,0.2222,0.3333,473.0,1.586,0.221,0.11,0.177,0.042,0.444,1.006,0.221,0.221,0.221,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,7.0,3.0,1.0,1.0,0.0,0.07,0.151,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0.026,0.0,0.0,0.248,0.248,0.248,2.465,0.022,0.123,0.643,0.085,1.197,1.929,0.022,0.022,0.022,3.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,4.0,0.0,0.0,5.0,1.0,0.0,5.0,4.0,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.0,7.0,4.0,4.0,1.0,0.029,0.0,0.0,0.051,0.051,0.051
NYI,2011,NYI,2011020557,NYI,EDM,HOME,20111231,Team Level,5on4,1.0,1.0,1.0,196.0,2.986,0.335,0.257,0.761,0.106,1.669,0.873,0.332,0.335,0.332,2.0,2.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,0.128,0.0,0.207,1.0,0.0,1.0,5.0,4.0,4.0,0.0,0.064,0.0,0.0,0.399,0.399,0.394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYI,2011,NYI,2011020577,NYI,CAR,AWAY,20120103,Team Level,other,0.8622,0.7143,0.75,6.0,6.482,0.513,0.332,1.59,0.205,3.018,3.342,0.49,0.513,0.49,6.0,3.0,1.0,10.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,6.0,9.0,0.0,0.0,2.0,0.0,1.0,0.0,8.0,1.0,0.0,0.325,0.189,0.0,0.0,0.0,0.0,10.0,9.0,9.0,0.0,0.084,0.0,0.0,0.597,0.597,0.571,2.221,0.082,0.092,0.577,0.066,1.036,1.146,0.082,0.082,0.082,3.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,0.0,0.0,5.0,2.0,0.0,0.0,3.0,0.0,0.0,0.082,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,0.0,0.021,0.0,0.0,0.103,0.103,0.103
NYI,2011,NYI,2011020577,NYI,CAR,AWAY,20120103,Team Level,all,0.5311,0.4929,0.4865,3900.0,38.525,4.017,2.53,8.844,1.26,20.566,16.782,3.908,4.067,3.956,36.0,18.0,15.0,69.0,3.0,5.0,1.0,9.0,3.0,18.0,16.0,33.0,51.0,1.0,2.0,29.0,25.0,7.0,4.0,44.0,5.0,5.0,1.176,0.557,2.284,0.0,1.0,2.0,69.581,54.0,54.13,4.0,0.558,1.713,1.713,2.863,2.91,2.852,40.688,3.546,2.827,10.137,1.366,23.029,16.095,3.39,3.486,3.33,40.0,17.0,14.0,71.0,3.0,5.0,0.0,8.0,3.0,23.0,15.0,37.0,54.0,2.0,4.0,40.0,19.0,11.0,8.0,42.0,13.0,2.0,1.37,1.672,0.505,0.0,3.0,0.0,70.911,57.0,57.207,5.0,0.603,0.752,0.752,3.396,3.328,3.217
NYI,2011,NYI,2011020577,NYI,CAR,AWAY,20120103,Team Level,5on5,0.4035,0.4685,0.4535,3690.0,27.406,2.071,1.82,6.611,0.938,15.231,12.328,2.001,2.121,2.05,25.0,14.0,13.0,52.0,1.0,4.0,0.0,7.0,2.0,13.0,12.0,24.0,38.0,1.0,2.0,25.0,25.0,6.0,4.0,32.0,4.0,3.0,0.823,0.369,0.879,0.0,1.0,0.0,52.581,39.0,39.13,4.0,0.368,0.909,0.909,1.53,1.577,1.559,33.542,3.061,2.31,8.455,1.142,18.667,13.366,2.956,3.0,2.896,30.0,17.0,12.0,59.0,3.0,4.0,0.0,7.0,3.0,18.0,12.0,27.0,44.0,2.0,4.0,32.0,17.0,11.0,8.0,34.0,11.0,2.0,1.088,1.468,0.505,0.0,3.0,0.0,58.911,47.0,47.207,5.0,0.479,0.703,0.703,2.837,2.768,2.707
NYI,2011,NYI,2011020577,NYI,CAR,AWAY,20120103,Team Level,4on5,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.925,0.403,0.426,1.104,0.158,3.326,1.583,0.351,0.403,0.351,7.0,0.0,0.0,7.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,7.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,2.0,0.0,0.2,0.204,0.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,0.102,0.049,0.049,0.456,0.456,0.406
NYI,2011,NYI,2011020577,NYI,CAR,AWAY,20120103,Team Level,5on4,1.0,0.875,1.0,84.0,4.637,1.433,0.378,0.643,0.116,2.317,1.112,1.417,1.433,1.417,5.0,1.0,1.0,7.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,3.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.029,0.0,1.404,0.0,0.0,2.0,7.0,6.0,6.0,0.0,0.106,0.804,0.804,0.736,0.736,0.722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYI,2011,NYI,2011020597,NYI,ANA,AWAY,20120106,Team Level,other,0.5484,0.6,0.6667,199.0,1.503,0.068,0.086,0.325,0.048,1.109,0.364,0.068,0.068,0.068,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,4.0,2.0,0.0,0.0,0.068,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,0.029,0.0,0.0,0.096,0.096,0.096,0.699,0.056,0.052,0.11,0.017,0.414,0.351,0.056,0.056,0.056,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.056,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.012,0.0,0.0,0.068,0.068,0.068
NYI,2011,NYI,2011020597,NYI,ANA,AWAY,20120106,Team Level,all,0.5173,0.5185,0.5211,3600.0,24.847,1.644,1.535,5.431,0.788,14.921,12.682,1.628,1.722,1.705,21.0,16.0,19.0,56.0,2.0,1.0,1.0,6.0,0.0,12.0,16.0,19.0,35.0,2.0,4.0,26.0,26.0,3.0,11.0,34.0,2.0,1.0,1.025,0.268,0.35,1.0,0.0,1.0,57.29,37.0,37.812,4.0,0.329,0.35,0.35,1.622,1.696,1.676,23.254,1.534,1.566,5.165,0.765,14.361,10.61,1.506,1.493,1.466,20.0,14.0,18.0,52.0,4.0,2.0,2.0,6.0,1.0,10.0,11.0,16.0,30.0,3.0,6.0,35.0,30.0,7.0,14.0,29.0,5.0,0.0,0.987,0.547,0.0,1.0,3.0,0.0,50.844,34.0,33.461,6.0,0.336,0.252,0.252,1.618,1.567,1.549
NYI,2011,NYI,2011020597,NYI,ANA,AWAY,20120106,Team Level,5on5,0.583,0.5165,0.55,2911.0,21.928,1.553,1.333,4.767,0.692,12.777,11.878,1.537,1.631,1.615,19.0,14.0,14.0,47.0,2.0,1.0,1.0,6.0,0.0,10.0,14.0,17.0,31.0,1.0,2.0,20.0,24.0,2.0,6.0,30.0,2.0,1.0,0.935,0.268,0.35,1.0,0.0,1.0,48.29,33.0,33.812,3.0,0.268,0.35,0.35,1.471,1.545,1.525,18.375,1.111,1.117,4.237,0.626,11.234,8.675,1.086,1.07,1.046,14.0,13.0,17.0,44.0,2.0,2.0,2.0,3.0,1.0,10.0,9.0,12.0,25.0,3.0,6.0,25.0,27.0,6.0,12.0,24.0,3.0,0.0,0.773,0.338,0.0,0.0,2.0,0.0,42.844,27.0,26.461,4.0,0.23,0.252,0.252,1.089,1.038,1.025
NYI,2011,NYI,2011020597,NYI,ANA,AWAY,20120106,Team Level,4on5,0.0,0.0,0.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.333,0.251,0.318,0.727,0.1,2.439,1.166,0.248,0.251,0.248,4.0,1.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,4.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,0.159,0.092,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.076,0.0,0.0,0.327,0.327,0.322
NYI,2011,NYI,2011020597,NYI,ANA,AWAY,20120106,Team Level,5on4,0.1655,0.8571,0.6667,305.0,1.415,0.023,0.116,0.339,0.048,1.034,0.44,0.023,0.023,0.023,1.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,0.0,0.032,0.0,0.0,0.055,0.055,0.055,0.847,0.116,0.079,0.091,0.021,0.274,0.418,0.116,0.116,0.116,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.116,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.018,0.0,0.0,0.134,0.134,0.134
NYI,2011,NYI,2011020608,NYI,ARI,AWAY,20120107,Team Level,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYI,2011,NYI,2011020608,NYI,ARI,AWAY,20120107,Team Level,all,0.5087,0.5229,0.5185,3600.0,30.08,2.356,2.109,6.46,0.924,16.652,13.498,2.32,2.345,2.309,32.0,10.0,15.0,57.0,1.0,2.0,1.0,6.0,0.0,16.0,17.0,31.0,41.0,3.0,6.0,21.0,34.0,7.0,1.0,35.0,6.0,1.0,0.728,0.722,0.907,0.0,0.0,1.0,55.004,42.0,41.014,0.0,0.469,0.924,0.924,1.901,1.887,1.884,27.076,2.275,2.035,5.808,0.869,16.281,11.732,2.26,2.302,2.287,25.0,14.0,13.0,52.0,5.0,1.0,0.0,5.0,1.0,15.0,12.0,20.0,34.0,2.0,4.0,31.0,19.0,3.0,8.0,28.0,10.0,1.0,0.914,1.123,0.238,3.0,1.0,1.0,54.938,39.0,40.091,5.0,0.434,0.068,0.068,2.641,2.672,2.653
NYI,2011,NYI,2011020608,NYI,ARI,AWAY,20120107,Team Level,5on5,0.4142,0.5158,0.5147,3212.0,24.455,1.376,1.446,5.603,0.769,13.733,12.073,1.375,1.365,1.364,26.0,9.0,14.0,49.0,0.0,0.0,0.0,5.0,0.0,14.0,16.0,26.0,35.0,3.0,6.0,17.0,31.0,6.0,1.0,29.0,6.0,0.0,0.654,0.722,0.0,0.0,0.0,0.0,47.004,35.0,34.014,0.0,0.29,0.0,0.0,1.666,1.652,1.651,23.137,1.946,1.698,4.939,0.721,13.723,9.973,1.938,1.973,1.965,21.0,12.0,13.0,46.0,5.0,1.0,0.0,4.0,0.0,13.0,10.0,16.0,28.0,2.0,4.0,22.0,18.0,3.0,6.0,24.0,8.0,1.0,0.776,0.932,0.238,3.0,1.0,1.0,48.938,33.0,34.091,4.0,0.35,0.068,0.068,2.228,2.259,2.249
NYI,2011,NYI,2011020608,NYI,ARI,AWAY,20120107,Team Level,4on5,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.94,0.329,0.336,0.869,0.149,2.558,1.758,0.322,0.329,0.322,4.0,2.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,4.0,6.0,0.0,0.0,5.0,1.0,0.0,2.0,4.0,2.0,0.0,0.138,0.191,0.0,0.0,0.0,0.0,6.0,6.0,6.0,1.0,0.084,0.0,0.0,0.413,0.413,0.405
NYI,2011,NYI,2011020608,NYI,ARI,AWAY,20120107,Team Level,5on4,1.0,1.0,1.0,148.0,5.625,0.981,0.663,0.857,0.155,2.919,1.425,0.946,0.981,0.946,6.0,1.0,1.0,8.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,5.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,1.0,0.074,0.0,0.907,0.0,0.0,1.0,8.0,7.0,7.0,0.0,0.179,0.924,0.924,0.235,0.235,0.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYI,2011,NYI,2011020618,NYI,DET,HOME,20120110,Team Level,other,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666,0.004,0.041,0.143,0.016,0.446,0.35,0.004,0.004,0.004,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.009,0.0,0.0,0.013,0.013,0.013
NYI,2011,NYI,2011020618,NYI,DET,HOME,20120110,Team Level,all,0.5875,0.437,0.4773,3600.0,29.391,2.464,1.951,6.582,0.922,17.514,12.568,2.356,2.463,2.354,30.0,12.0,10.0,52.0,5.0,0.0,0.0,10.0,1.0,8.0,18.0,25.0,37.0,3.0,6.0,31.0,22.0,20.0,10.0,32.0,8.0,2.0,0.976,1.009,0.479,2.0,3.0,0.0,54.288,42.0,42.385,5.0,0.405,0.0,0.0,2.869,2.866,2.739,31.031,1.73,2.275,7.323,1.082,19.343,14.248,1.712,1.729,1.712,24.0,22.0,21.0,67.0,1.0,4.0,0.0,7.0,2.0,13.0,19.0,23.0,45.0,3.0,6.0,19.0,10.0,13.0,8.0,42.0,3.0,1.0,0.996,0.343,0.391,1.0,0.0,0.0,64.801,46.0,45.486,3.0,0.488,0.109,0.109,2.109,2.108,2.081
NYI,2011,NYI,2011020618,NYI,DET,HOME,20120110,Team Level,5on5,0.6512,0.4898,0.5352,3010.0,26.557,2.184,1.675,6.104,0.845,15.552,11.64,2.085,2.183,2.083,28.0,10.0,10.0,48.0,4.0,0.0,0.0,10.0,1.0,6.0,17.0,24.0,34.0,2.0,4.0,26.0,20.0,17.0,8.0,29.0,7.0,2.0,0.824,0.881,0.479,1.0,3.0,0.0,50.288,38.0,38.385,4.0,0.34,0.0,0.0,2.524,2.521,2.406,21.89,1.17,1.352,5.318,0.726,14.015,10.419,1.164,1.169,1.164,16.0,17.0,17.0,50.0,1.0,1.0,0.0,5.0,2.0,10.0,14.0,15.0,32.0,3.0,6.0,13.0,9.0,11.0,8.0,30.0,3.0,0.0,0.827,0.343,0.0,1.0,0.0,0.0,47.801,33.0,32.486,3.0,0.271,0.022,0.022,1.419,1.418,1.411
NYI,2011,NYI,2011020618,NYI,DET,HOME,20120110,Team Level,4on5,0.0,0.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.503,0.165,0.795,1.789,0.32,4.685,3.247,0.154,0.165,0.154,6.0,5.0,3.0,14.0,0.0,3.0,0.0,2.0,0.0,3.0,3.0,6.0,11.0,0.0,0.0,2.0,0.0,1.0,0.0,11.0,0.0,0.0,0.165,0.0,0.0,0.0,0.0,0.0,14.0,11.0,11.0,0.0,0.189,0.087,0.087,0.267,0.267,0.247
NYI,2011,NYI,2011020618,NYI,DET,HOME,20120110,Team Level,5on4,0.4173,0.8,0.8,230.0,2.834,0.28,0.275,0.478,0.077,1.961,0.928,0.271,0.28,0.271,2.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,0.0,1.0,1.0,3.0,1.0,0.0,0.152,0.128,0.0,1.0,0.0,0.0,4.0,4.0,4.0,0.0,0.065,0.0,0.0,0.345,0.345,0.333,0.972,0.391,0.087,0.073,0.02,0.197,0.232,0.391,0.391,0.391,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.391,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.019,0.0,0.0,0.41,0.41,0.41
NYI,2011,NYI,2011020632,NYI,PHI,HOME,20120112,Team Level,other,1.0,1.0,1.0,129.0,0.858,0.065,0.075,0.103,0.022,0.589,0.146,0.065,0.065,0.065,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.065,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.019,0.0,0.0,0.085,0.085,0.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYI,2011,NYI,2011020632,NYI,PHI,HOME,20120112,Team Level,all,0.6288,0.5926,0.5844,3600.0,31.946,3.034,2.517,7.362,1.207,18.711,12.169,2.99,2.85,2.807,35.0,10.0,19.0,64.0,2.0,1.0,0.0,13.0,2.0,15.0,12.0,33.0,43.0,3.0,6.0,31.0,32.0,12.0,13.0,33.0,9.0,3.0,1.265,0.947,0.822,1.0,0.0,1.0,60.767,45.0,42.669,6.0,0.543,0.076,0.076,3.501,3.291,3.245,22.649,1.791,1.639,5.556,0.839,12.591,9.583,1.776,1.897,1.882,22.0,10.0,12.0,44.0,3.0,1.0,0.0,11.0,1.0,4.0,12.0,19.0,29.0,4.0,8.0,29.0,22.0,8.0,11.0,26.0,4.0,2.0,0.623,0.481,0.687,2.0,0.0,1.0,47.568,32.0,34.358,5.0,0.386,0.055,0.055,2.122,2.249,2.227
