team,season,name,gameId,playerTeam,opposingTeam,home_or_away,gameDate,position,situation,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
NYI,2023,NYI,2023020260,NYI,CGY,AWAY,20231118,Team Level,5on4,0.9224,0.5,0.5,69.0,1.692,0.939,0.055,0.177,0.029,0.538,0.262,0.928,0.939,0.928,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.012,0.0,0.927,0.0,0.0,1.0,2.0,2.0,2.0,1.0,0.015,0.927,0.927,0.027,0.027,0.027,1.547,0.079,0.046,0.255,0.041,0.477,1.102,0.079,0.079,0.079,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.079,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.012,0.0,0.0,0.091,0.091,0.091
NYI,2023,NYI,2023020286,NYI,PHI,HOME,20231122,Team Level,other,0.8474,0.2,0.25,105.0,0.788,0.705,0.004,0.006,0.017,0.126,0.141,0.705,0.705,0.705,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.705,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.001,0.0,0.0,0.706,0.706,0.706,2.1,0.127,0.127,0.395,0.075,1.767,0.509,0.124,0.127,0.124,0.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.127,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,0.0,0.043,0.0,0.0,0.17,0.17,0.166
NYI,2023,NYI,2023020286,NYI,PHI,HOME,20231122,Team Level,all,0.5028,0.3759,0.3913,3600.0,25.5,3.052,1.74,6.458,1.02,13.466,10.264,2.999,3.048,2.995,25.0,11.0,14.0,50.0,3.0,2.0,1.0,4.0,0.0,12.0,15.0,22.0,33.0,2.0,4.0,35.0,18.0,2.0,14.0,27.0,6.0,3.0,0.943,0.781,1.329,1.0,2.0,0.0,51.544,36.0,37.098,8.0,0.373,0.24,0.24,3.185,3.182,3.162,40.838,3.018,2.606,9.637,1.342,22.724,16.672,2.901,3.001,2.885,36.0,20.0,27.0,83.0,2.0,5.0,1.0,5.0,0.0,19.0,25.0,34.0,54.0,3.0,6.0,24.0,24.0,1.0,4.0,47.0,6.0,3.0,1.18,0.81,1.027,1.0,1.0,0.0,80.058,56.0,54.116,3.0,0.579,1.11,1.11,2.486,2.479,2.426
NYI,2023,NYI,2023020286,NYI,PHI,HOME,20231122,Team Level,5on5,0.4332,0.3729,0.3924,3135.0,22.246,2.134,1.568,6.057,0.914,11.833,8.494,2.083,2.13,2.079,21.0,10.0,13.0,44.0,3.0,2.0,1.0,4.0,0.0,11.0,11.0,18.0,28.0,2.0,4.0,30.0,18.0,2.0,11.0,23.0,6.0,2.0,0.729,0.781,0.624,1.0,2.0,0.0,45.544,31.0,32.098,8.0,0.332,0.24,0.24,2.225,2.223,2.205,34.984,2.792,2.158,8.292,1.131,18.93,14.697,2.679,2.776,2.663,34.0,14.0,26.0,74.0,2.0,4.0,1.0,5.0,0.0,15.0,22.0,32.0,46.0,3.0,6.0,22.0,23.0,0.0,4.0,39.0,6.0,3.0,0.955,0.81,1.027,1.0,1.0,0.0,71.058,48.0,46.116,3.0,0.449,1.074,1.074,2.167,2.16,2.112
NYI,2023,NYI,2023020286,NYI,PHI,HOME,20231122,Team Level,4on5,0.6138,0.3333,0.3333,120.0,1.339,0.089,0.073,0.175,0.036,0.479,1.149,0.087,0.089,0.087,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.089,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.017,0.0,0.0,0.106,0.106,0.103,3.056,0.056,0.291,0.847,0.116,1.799,0.891,0.055,0.056,0.055,2.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.056,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.08,0.036,0.036,0.1,0.1,0.099
NYI,2023,NYI,2023020286,NYI,PHI,HOME,20231122,Team Level,5on4,0.744,0.75,0.6667,240.0,1.128,0.125,0.095,0.22,0.053,1.028,0.48,0.125,0.125,0.125,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,2.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.023,0.0,0.0,0.148,0.148,0.148,0.698,0.043,0.031,0.104,0.02,0.228,0.575,0.043,0.043,0.043,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.043,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.007,0.0,0.0,0.05,0.05,0.05
NYI,2023,NYI,2023020302,NYI,OTT,AWAY,20231124,Team Level,other,0.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.288,0.218,0.219,0.429,0.071,1.558,0.506,0.206,0.218,0.206,3.0,0.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.085,0.133,0.0,0.0,0.0,0.0,5.0,3.0,3.0,0.0,0.055,0.0,0.0,0.273,0.273,0.256
NYI,2023,NYI,2023020302,NYI,OTT,AWAY,20231124,Team Level,all,0.5165,0.3788,0.3951,3600.0,25.392,3.22,1.964,6.438,0.852,11.23,8.297,2.719,3.371,2.857,26.0,6.0,18.0,50.0,5.0,5.0,1.0,6.0,0.0,5.0,11.0,21.0,27.0,3.0,6.0,36.0,31.0,9.0,12.0,19.0,7.0,6.0,0.446,0.854,1.92,2.0,0.0,3.0,53.172,32.0,33.75,8.0,0.435,1.001,1.001,2.654,2.793,2.66,36.485,3.014,2.537,9.554,1.274,19.368,13.253,2.904,2.897,2.79,31.0,18.0,33.0,82.0,3.0,4.0,0.0,7.0,1.0,21.0,13.0,28.0,46.0,1.0,2.0,25.0,28.0,2.0,9.0,36.0,10.0,3.0,0.903,1.189,0.921,0.0,3.0,0.0,77.819,49.0,46.832,5.0,0.569,0.944,0.944,2.639,2.547,2.506
NYI,2023,NYI,2023020302,NYI,OTT,AWAY,20231124,Team Level,5on5,0.5526,0.4123,0.4328,3090.0,23.023,2.757,1.813,5.834,0.787,10.078,7.731,2.256,2.909,2.394,23.0,6.0,18.0,47.0,4.0,5.0,1.0,5.0,0.0,5.0,10.0,19.0,25.0,3.0,6.0,31.0,29.0,7.0,11.0,17.0,7.0,5.0,0.43,0.854,1.473,2.0,0.0,2.0,50.172,29.0,30.75,7.0,0.388,1.001,1.001,2.145,2.284,2.151,28.801,2.232,1.801,8.126,1.022,13.857,10.961,2.143,2.115,2.029,22.0,16.0,29.0,67.0,2.0,4.0,0.0,5.0,1.0,15.0,11.0,20.0,36.0,1.0,2.0,20.0,26.0,2.0,9.0,31.0,4.0,3.0,0.722,0.589,0.921,0.0,2.0,0.0,62.819,38.0,35.832,5.0,0.384,0.944,0.944,1.672,1.58,1.567
NYI,2023,NYI,2023020302,NYI,OTT,AWAY,20231124,Team Level,4on5,0.0,0.0,0.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.397,0.564,0.518,0.999,0.181,3.953,1.786,0.555,0.564,0.555,6.0,2.0,2.0,10.0,1.0,0.0,0.0,1.0,0.0,5.0,1.0,5.0,7.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,5.0,0.0,0.096,0.468,0.0,0.0,1.0,0.0,10.0,8.0,8.0,0.0,0.13,0.0,0.0,0.694,0.694,0.683
NYI,2023,NYI,2023020302,NYI,OTT,AWAY,20231124,Team Level,5on4,1.0,1.0,1.0,89.0,2.368,0.463,0.15,0.604,0.065,1.152,0.566,0.462,0.463,0.462,3.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.016,0.0,0.447,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.047,0.0,0.0,0.509,0.509,0.509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYI,2023,NYI,2023020312,NYI,PHI,HOME,20231125,Team Level,other,0.2987,0.5882,0.5833,54.0,5.301,0.414,0.395,0.873,0.155,2.804,2.359,0.408,0.414,0.408,4.0,3.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,7.0,0.0,0.0,1.0,0.0,2.0,0.0,6.0,1.0,0.0,0.309,0.105,0.0,0.0,0.0,0.0,10.0,7.0,7.0,0.0,0.099,0.0,0.0,0.513,0.513,0.505,4.288,0.972,0.325,0.827,0.204,1.285,1.387,0.898,0.972,0.898,4.0,1.0,2.0,7.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,4.0,5.0,0.0,0.0,3.0,0.0,1.0,2.0,1.0,2.0,2.0,0.041,0.278,0.653,0.0,0.0,0.0,7.0,5.0,5.0,0.0,0.097,0.452,0.452,0.617,0.617,0.613
NYI,2023,NYI,2023020312,NYI,PHI,HOME,20231125,Team Level,all,0.393,0.4437,0.4066,3900.0,26.742,2.248,1.657,7.024,0.902,14.377,10.791,2.19,2.17,2.115,25.0,12.0,26.0,63.0,0.0,2.0,0.0,7.0,0.0,14.0,14.0,25.0,37.0,1.0,2.0,36.0,24.0,4.0,11.0,27.0,8.0,2.0,0.844,0.943,0.461,0.0,0.0,0.0,61.53,37.0,36.165,3.0,0.373,0.265,0.265,2.356,2.278,2.237,38.957,3.472,2.557,9.462,1.426,20.496,16.586,3.338,3.594,3.456,40.0,14.0,25.0,79.0,0.0,7.0,0.0,7.0,0.0,21.0,19.0,40.0,54.0,3.0,6.0,28.0,27.0,7.0,13.0,42.0,6.0,6.0,0.825,0.764,1.884,0.0,0.0,0.0,81.08,54.0,55.312,4.0,0.565,1.974,1.974,2.063,2.13,2.113
NYI,2023,NYI,2023020312,NYI,PHI,HOME,20231125,Team Level,5on5,0.4134,0.4298,0.4028,3366.0,20.598,1.73,1.204,5.817,0.724,11.261,8.263,1.678,1.652,1.603,21.0,8.0,20.0,49.0,0.0,2.0,0.0,7.0,0.0,9.0,11.0,21.0,29.0,1.0,2.0,30.0,24.0,2.0,8.0,21.0,6.0,2.0,0.535,0.734,0.461,0.0,0.0,0.0,47.53,29.0,28.165,3.0,0.255,0.265,0.265,1.719,1.642,1.609,30.262,2.455,2.023,7.914,1.096,16.941,12.571,2.394,2.576,2.513,30.0,13.0,22.0,65.0,0.0,6.0,0.0,6.0,0.0,17.0,14.0,30.0,43.0,3.0,6.0,23.0,26.0,5.0,10.0,35.0,4.0,4.0,0.738,0.487,1.23,0.0,0.0,0.0,67.08,43.0,44.312,3.0,0.42,1.522,1.522,1.352,1.419,1.405
NYI,2023,NYI,2023020312,NYI,PHI,HOME,20231125,Team Level,4on5,0.0,0.2,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.226,0.014,0.161,0.492,0.068,1.572,0.693,0.014,0.014,0.014,3.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,1.0,0.036,0.0,0.0,0.051,0.051,0.05
NYI,2023,NYI,2023020312,NYI,PHI,HOME,20231125,Team Level,5on4,0.7704,0.5,0.25,360.0,0.844,0.104,0.059,0.334,0.023,0.312,0.168,0.104,0.104,0.104,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.104,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.019,0.0,0.0,0.123,0.123,0.123,2.181,0.031,0.048,0.23,0.058,0.698,1.935,0.031,0.031,0.031,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,0.031,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.013,0.0,0.0,0.044,0.044,0.044
NYI,2023,NYI,2023020327,NYI,NJD,AWAY,20231128,Team Level,other,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.711,0.5,0.137,0.407,0.055,0.585,0.315,0.462,0.5,0.462,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.096,0.405,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.049,0.405,0.405,0.145,0.145,0.141
NYI,2023,NYI,2023020327,NYI,NJD,AWAY,20231128,Team Level,all,0.4879,0.3652,0.4138,3600.0,27.399,3.782,1.794,6.061,0.911,13.587,9.865,3.524,3.968,3.696,26.0,10.0,6.0,42.0,4.0,4.0,0.0,7.0,0.0,11.0,10.0,22.0,32.0,5.0,13.0,21.0,25.0,3.0,4.0,22.0,8.0,6.0,0.502,1.216,2.065,0.0,3.0,1.0,44.35,36.0,37.784,2.0,0.412,1.188,1.188,3.006,3.153,3.099,37.597,3.969,2.432,8.761,1.297,20.2,14.341,3.816,3.829,3.679,33.0,18.0,22.0,73.0,5.0,4.0,1.0,1.0,0.0,19.0,22.0,28.0,46.0,5.0,13.0,32.0,25.0,5.0,7.0,35.0,11.0,5.0,0.985,1.339,1.645,1.0,2.0,2.0,69.945,51.0,48.813,0.0,0.548,1.356,1.356,3.162,3.036,3.0
NYI,2023,NYI,2023020327,NYI,NJD,AWAY,20231128,Team Level,5on5,0.5275,0.3548,0.4,2880.0,21.57,2.85,1.393,5.144,0.744,10.308,7.561,2.599,3.036,2.771,22.0,6.0,5.0,33.0,3.0,3.0,0.0,7.0,0.0,7.0,8.0,19.0,25.0,3.0,9.0,15.0,24.0,3.0,4.0,16.0,8.0,4.0,0.447,1.216,1.188,0.0,3.0,0.0,35.35,28.0,29.784,2.0,0.297,0.91,1.188,1.959,2.106,2.06,30.661,2.553,1.833,7.393,1.074,16.761,12.386,2.492,2.412,2.355,26.0,16.0,18.0,60.0,4.0,2.0,0.0,1.0,0.0,16.0,19.0,22.0,38.0,5.0,13.0,23.0,24.0,4.0,6.0,33.0,6.0,3.0,0.907,0.78,0.866,1.0,2.0,1.0,56.945,42.0,39.813,0.0,0.381,0.576,0.576,2.357,2.232,2.21
NYI,2023,NYI,2023020327,NYI,NJD,AWAY,20231128,Team Level,4on5,0.0043,0.0833,0.125,308.0,0.854,0.004,0.007,0.045,0.018,0.177,0.75,0.004,0.004,0.004,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.002,0.0,0.0,0.006,0.006,0.006,5.225,0.916,0.461,0.961,0.168,2.854,1.639,0.862,0.916,0.862,5.0,2.0,4.0,11.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,0.079,0.463,0.374,0.0,0.0,0.0,11.0,7.0,7.0,0.0,0.117,0.374,0.374,0.659,0.659,0.648
NYI,2023,NYI,2023020327,NYI,NJD,AWAY,20231128,Team Level,5on4,1.0,1.0,1.0,321.0,4.974,0.928,0.395,0.872,0.148,3.102,1.554,0.921,0.928,0.921,3.0,4.0,1.0,8.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,2.0,6.0,1.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,2.0,0.051,0.0,0.877,0.0,0.0,1.0,8.0,7.0,7.0,0.0,0.113,0.278,0.0,1.041,1.041,1.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYI,2023,NYI,2023020341,NYI,CAR,AWAY,20231130,Team Level,other,0.3544,0.3333,0.3333,276.0,2.526,0.589,0.124,0.386,0.099,1.145,1.656,0.589,0.589,0.589,2.0,2.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,2.0,4.0,1.0,2.0,0.0,2.0,1.0,1.0,0.123,0.098,0.369,0.0,1.0,0.0,6.0,4.0,4.0,0.0,0.036,0.0,0.0,0.626,0.626,0.626,6.244,1.073,0.502,1.224,0.221,2.976,2.004,1.005,1.073,1.005,6.0,2.0,4.0,12.0,1.0,1.0,1.0,0.0,0.0,2.0,4.0,5.0,7.0,0.0,0.0,5.0,0.0,1.0,0.0,3.0,4.0,1.0,0.131,0.557,0.385,0.0,0.0,1.0,12.0,8.0,8.0,0.0,0.13,0.385,0.385,0.818,0.818,0.8
NYI,2023,NYI,2023020341,NYI,CAR,AWAY,20231130,Team Level,all,0.3956,0.2941,0.3011,3766.0,19.425,2.766,1.149,4.405,0.664,10.208,8.808,2.729,2.815,2.777,16.0,12.0,12.0,40.0,5.0,3.0,1.0,1.0,0.0,7.0,12.0,11.0,23.0,3.0,6.0,34.0,22.0,10.0,7.0,20.0,6.0,2.0,0.679,0.771,1.317,1.0,3.0,1.0,40.884,28.0,28.687,5.0,0.255,1.238,1.238,1.782,1.826,1.82,45.108,4.226,3.084,10.636,1.595,26.624,18.836,4.072,4.177,4.024,43.0,22.0,31.0,96.0,4.0,5.0,2.0,3.0,0.0,35.0,18.0,39.0,61.0,2.0,4.0,29.0,15.0,8.0,8.0,48.0,15.0,2.0,1.594,1.788,0.844,0.0,3.0,1.0,94.993,65.0,64.724,4.0,0.68,0.725,0.725,4.181,4.124,4.031
NYI,2023,NYI,2023020341,NYI,CAR,AWAY,20231130,Team Level,5on5,0.3013,0.2788,0.2857,3097.0,13.536,0.925,0.815,3.629,0.491,8.149,5.991,0.907,0.974,0.955,10.0,10.0,9.0,29.0,2.0,2.0,0.0,1.0,0.0,7.0,8.0,8.0,18.0,2.0,4.0,26.0,21.0,6.0,7.0,17.0,3.0,0.0,0.536,0.389,0.0,1.0,1.0,0.0,29.884,20.0,20.687,5.0,0.165,0.29,0.29,0.799,0.843,0.837,33.409,2.145,2.223,8.269,1.219,21.123,15.021,2.1,2.096,2.052,33.0,17.0,25.0,75.0,3.0,3.0,1.0,3.0,0.0,29.0,12.0,30.0,47.0,1.0,2.0,19.0,13.0,5.0,7.0,43.0,7.0,0.0,1.393,0.753,0.0,0.0,3.0,0.0,73.993,50.0,49.724,4.0,0.456,0.192,0.192,2.409,2.352,2.302
NYI,2023,NYI,2023020341,NYI,CAR,AWAY,20231130,Team Level,4on5,0.2419,0.2,0.25,123.0,1.638,0.284,0.105,0.181,0.047,0.474,0.909,0.284,0.284,0.284,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.284,0.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.024,0.0,0.0,0.307,0.307,0.307,4.672,0.89,0.326,1.05,0.136,2.309,1.288,0.85,0.89,0.85,3.0,3.0,2.0,8.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,3.0,6.0,1.0,2.0,4.0,0.0,1.0,1.0,2.0,3.0,1.0,0.069,0.361,0.459,0.0,0.0,0.0,8.0,6.0,6.0,0.0,0.088,0.148,0.148,0.829,0.829,0.805
NYI,2023,NYI,2023020341,NYI,CAR,AWAY,20231130,Team Level,5on4,0.8922,0.75,0.6667,270.0,1.724,0.968,0.104,0.209,0.027,0.44,0.251,0.949,0.968,0.949,2.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.02,0.0,0.948,0.0,0.0,1.0,3.0,2.0,2.0,0.0,0.03,0.948,0.948,0.05,0.05,0.05,0.783,0.117,0.032,0.093,0.019,0.216,0.522,0.117,0.117,0.117,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.117,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.007,0.0,0.0,0.125,0.125,0.125
NYI,2023,NYI,2023020359,NYI,FLA,AWAY,20231202,Team Level,other,0.0,0.1111,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.402,0.206,0.24,0.788,0.117,2.572,1.078,0.201,0.206,0.201,1.0,4.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.206,0.0,0.0,0.0,0.0,0.0,8.0,5.0,5.0,0.0,0.062,0.0,0.0,0.267,0.267,0.26
NYI,2023,NYI,2023020359,NYI,FLA,AWAY,20231202,Team Level,all,0.3963,0.3649,0.3398,3600.0,25.334,2.991,1.747,6.942,0.883,12.862,9.575,2.947,3.181,3.133,27.0,8.0,19.0,54.0,4.0,5.0,2.0,3.0,0.0,8.0,15.0,23.0,31.0,2.0,4.0,26.0,27.0,7.0,4.0,25.0,5.0,5.0,0.56,0.71,1.721,1.0,1.0,2.0,57.38,35.0,37.526,2.0,0.383,1.082,1.082,2.292,2.41,2.4,48.76,4.556,3.468,12.966,1.7,27.85,17.459,4.334,4.334,4.121,45.0,23.0,26.0,94.0,3.0,8.0,1.0,9.0,0.0,31.0,17.0,42.0,65.0,2.0,4.0,38.0,23.0,3.0,5.0,52.0,10.0,6.0,1.714,1.24,1.603,1.0,1.0,1.0,88.335,68.0,63.92,3.0,0.752,1.661,1.661,3.647,3.451,3.371
